profile_id,education_level,OL_subject_0_score,OL_subject_1_score,OL_subject_2_score,OL_subject_3_score,OL_subject_4_score,OL_subject_5_score,career_0,career_1,career_2,career_3,career_4,career_5,AL_stream,AL_subject_10_score,AL_subject_11_score,AL_subject_12_score,AL_subject_3_score,AL_subject_1_score,AL_subject_0_score,university_score,gpa,AL_subject_2_score,AL_subject_4_score,AL_subject_5_score,AL_subject_6_score,AL_subject_7_score,AL_subject_8_score,AL_subject_9_score
4155,0,57,91,8,36,99,16,0.7020000000000001,0.7404999999999999,0.652,0.454,0.404,0.554,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4156,1,45,51,82,46,22,68,0.687,0.92,0.637,0.491,0.441,0.5910000000000001,1.0,-1.0,-1.0,-1.0,89.0,36.0,58.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4157,1,1,66,99,61,10,68,0.6665,0.7484999999999999,0.9,0.4995,0.4495,0.5995,4.0,3.0,64.0,97.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4158,2,69,98,63,28,76,1,0.7485,0.92,0.6985,0.48150000000000004,0.5545,0.88,1.0,-1.0,-1.0,-1.0,47.0,95.0,95.0,66.0,2.82,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4159,0,17,83,88,62,15,18,0.6940000000000001,0.7685,0.644,0.494,0.444,0.5940000000000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4160,1,13,6,90,94,1,68,0.6140000000000001,0.654,0.5640000000000001,0.495,0.445,0.5950000000000001,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10.0,81.0,49.0
4161,0,94,74,71,19,1,7,0.7535,0.7464999999999999,0.7034999999999999,0.4855,0.4355,0.5855,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4162,1,89,62,54,54,51,25,0.95,0.72,0.678,0.47700000000000004,0.42700000000000005,0.5770000000000001,0.0,-1.0,-1.0,-1.0,-1.0,78.0,82.0,-1.0,-1.0,86.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4163,0,2,81,82,58,45,52,0.674,0.7625000000000001,0.624,0.491,0.441,0.5910000000000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4164,0,1,7,76,42,49,20,0.5960000000000001,0.6485,0.546,0.488,0.43800000000000006,0.5880000000000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4165,0,28,95,88,87,16,28,0.7170000000000001,0.7865,0.667,0.494,0.444,0.5940000000000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4166,1,92,6,14,88,50,44,0.655,0.616,0.605,0.6849999999999999,0.40700000000000003,0.557,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,72.0,42.0,93.0,-1.0,-1.0,-1.0
4167,0,67,27,6,28,77,99,0.647,0.6435,0.597,0.453,0.403,0.553,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4168,0,97,75,70,80,76,95,0.7570000000000001,0.7474999999999999,0.7070000000000001,0.485,0.435,0.5850000000000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4169,0,82,49,36,46,96,97,0.6990000000000001,0.6915,0.649,0.468,0.41800000000000004,0.5680000000000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4170,1,17,27,42,88,1,45,0.6150000000000001,0.6615,0.5650000000000001,0.47100000000000003,0.42100000000000004,0.5710000000000001,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,60.0,29.0,89.0
4171,1,20,24,33,21,35,42,0.7885000000000001,0.6525,0.5605,0.4665,0.41650000000000004,0.5665,0.0,-1.0,-1.0,-1.0,-1.0,67.0,56.0,-1.0,-1.0,22.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4172,1,70,53,13,79,54,40,0.8365,0.6859999999999999,0.6295,0.4565,0.40650000000000003,0.5565,0.0,-1.0,-1.0,-1.0,-1.0,3.0,53.0,-1.0,-1.0,17.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4173,1,26,22,28,97,81,37,0.6120000000000001,0.755,0.562,0.464,0.41400000000000003,0.5640000000000001,1.0,-1.0,-1.0,-1.0,45.0,36.0,12.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4174,0,81,32,27,86,21,23,0.6765,0.6615,0.6265,0.4635,0.41350000000000003,0.5635,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4175,1,93,72,37,86,47,18,0.7335,0.7264999999999999,0.6835,0.7424999999999999,0.41850000000000004,0.5685,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,69.0,68.0,38.0,-1.0,-1.0,-1.0
4176,0,41,49,78,13,83,80,0.679,0.7125,0.629,0.489,0.43900000000000006,0.5890000000000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4177,0,33,52,85,23,41,46,0.6775,0.7204999999999999,0.6275,0.4925,0.4425,0.5925,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4178,1,40,74,73,73,21,53,0.7005,0.7474999999999999,0.9,0.4865,0.4365,0.5865,4.0,1.0,61.0,88.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4179,1,29,71,86,6,74,67,0.6930000000000001,0.7495,0.9,0.493,0.443,0.5930000000000001,4.0,23.0,65.0,72.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4180,2,5,52,4,74,60,52,0.6090000000000001,0.6799999999999999,0.751,0.452,0.5595,0.762,4.0,8.0,46.0,48.0,-1.0,-1.0,-1.0,69.0,3.05,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4181,0,20,4,22,75,69,24,0.5850000000000001,0.617,0.535,0.461,0.41100000000000003,0.561,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4182,0,85,30,71,78,29,36,0.7005,0.6805,0.6505,0.4855,0.4355,0.5855,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4183,2,49,18,82,21,81,80,0.658,0.668,0.7040000000000001,0.491,0.675,0.88,4.0,44.0,7.0,24.0,-1.0,-1.0,-1.0,65.0,3.56,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4184,0,10,28,52,91,42,81,0.6140000000000001,0.668,0.5640000000000001,0.47600000000000003,0.42600000000000005,0.5760000000000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4185,0,85,3,63,90,2,53,0.6695,0.6359999999999999,0.6194999999999999,0.48150000000000004,0.4315,0.5815,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4186,1,39,83,4,46,54,33,0.674,0.7264999999999999,0.9,0.452,0.402,0.552,4.0,78.0,69.0,88.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4187,0,28,52,80,25,35,72,0.6700000000000002,0.718,0.6200000000000001,0.49,0.44000000000000006,0.5900000000000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4188,1,28,14,26,87,66,28,0.6050000000000001,0.634,0.555,0.7170000000000001,0.41300000000000003,0.5630000000000001,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,46.0,81.0,26.0,-1.0,-1.0,-1.0
4189,2,56,1,22,22,38,72,0.95,0.6124999999999999,0.5680000000000001,0.461,0.7020000000000001,0.88,0.0,-1.0,-1.0,-1.0,-1.0,22.0,83.0,67.0,3.94,58.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4190,1,12,16,99,70,78,72,0.6275000000000001,0.6735,0.9,0.4995,0.4495,0.5995,4.0,96.0,22.0,97.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4191,2,72,26,64,49,73,39,0.884,0.671,0.63,0.482,0.5775000000000001,0.88,0.0,-1.0,-1.0,-1.0,-1.0,94.0,66.0,77.0,2.97,24.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4192,0,34,47,68,78,39,68,0.665,0.7045,0.615,0.484,0.43400000000000005,0.5840000000000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4193,0,55,40,99,2,12,8,0.6945,0.7094999999999999,0.6445,0.4995,0.4495,0.5995,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4194,0,49,38,97,94,66,97,0.6855,0.7055,0.6355,0.4985,0.4485,0.5985,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4195,1,41,43,22,88,15,54,0.645,0.8275,0.595,0.461,0.41100000000000003,0.561,1.0,-1.0,-1.0,-1.0,86.0,31.0,30.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4196,1,81,91,60,3,68,96,0.7520000000000001,0.7665,0.7020000000000001,0.774,0.43000000000000005,0.5800000000000001,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,87.0,60.0,66.0,-1.0,-1.0,-1.0
4197,0,29,9,6,0,89,53,0.5910000000000001,0.6164999999999999,0.541,0.453,0.403,0.553,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4198,1,84,28,52,52,36,70,0.6880000000000001,0.668,0.638,0.622,0.42600000000000005,0.5760000000000001,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,64.0,9.0,78.0,-1.0,-1.0,-1.0
4199,0,41,90,72,46,98,19,0.7170000000000001,0.771,0.667,0.486,0.436,0.5860000000000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4200,0,37,86,29,33,56,29,0.6875,0.7434999999999999,0.6375,0.4645,0.41450000000000004,0.5645,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4201,0,62,9,15,42,84,39,0.6285,0.6209999999999999,0.5784999999999999,0.4575,0.40750000000000003,0.5575,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4202,0,23,86,65,50,62,94,0.6915,0.7615,0.6415,0.48250000000000004,0.4325,0.5825,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4203,0,7,83,92,1,54,28,0.686,0.7705,0.636,0.496,0.446,0.5960000000000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4204,0,69,55,12,10,73,65,0.68,0.6885,0.63,0.456,0.406,0.556,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4205,0,44,16,99,57,37,41,0.6595000000000001,0.6735,0.6095,0.4995,0.4495,0.5995,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4206,1,10,17,24,89,79,24,0.5890000000000001,0.6375,0.6190000000000001,0.462,0.41200000000000003,0.562,4.0,83.0,35.0,20.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4207,1,64,49,97,16,27,77,0.7115,0.92,0.6615,0.4985,0.4485,0.5985,1.0,-1.0,-1.0,-1.0,48.0,54.0,81.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4208,0,34,50,72,79,60,47,0.67,0.711,0.62,0.486,0.436,0.5860000000000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4209,1,55,22,30,12,77,37,0.642,0.92,0.592,0.465,0.41500000000000004,0.5650000000000001,1.0,-1.0,-1.0,-1.0,6.0,63.0,97.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4210,0,91,11,64,21,94,44,0.684,0.6485,0.634,0.482,0.43200000000000005,0.5820000000000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4211,1,55,76,65,25,71,18,0.7135,0.92,0.6635,0.48250000000000004,0.4325,0.5825,1.0,-1.0,-1.0,-1.0,40.0,41.0,70.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4212,1,6,76,14,38,94,23,0.6390000000000001,0.721,0.5890000000000001,0.457,0.40700000000000003,0.557,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,67.0,39.0,97.0
4213,1,68,41,50,54,5,61,0.95,0.6865,0.634,0.47500000000000003,0.42500000000000004,0.5750000000000001,0.0,-1.0,-1.0,-1.0,-1.0,93.0,86.0,-1.0,-1.0,47.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4214,1,4,88,54,23,99,67,0.669,0.759,0.619,0.6070000000000001,0.42700000000000005,0.5770000000000001,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,50.0,15.0,23.0,-1.0,-1.0,-1.0
4215,1,90,26,38,50,22,68,0.685,0.658,0.6950000000000001,0.46900000000000003,0.41900000000000004,0.5690000000000001,4.0,66.0,11.0,15.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4216,1,70,19,29,38,41,18,0.6535,0.6429999999999999,0.9,0.4645,0.41450000000000004,0.5645,4.0,59.0,79.0,96.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4217,0,54,62,87,12,77,65,0.7095,0.7364999999999999,0.6595,0.4935,0.4435,0.5935,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4218,1,5,67,24,49,77,56,0.6340000000000001,0.7125,0.6600000000000001,0.462,0.41200000000000003,0.562,4.0,66.0,34.0,19.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4219,0,73,87,41,9,15,17,0.7305,0.7509999999999999,0.6805,0.47050000000000003,0.42050000000000004,0.5705,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4220,1,19,33,87,69,76,6,0.95,0.693,0.5955,0.4935,0.4435,0.5935,0.0,-1.0,-1.0,-1.0,-1.0,77.0,84.0,-1.0,-1.0,96.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4221,0,35,78,16,70,21,67,0.671,0.725,0.621,0.458,0.40800000000000003,0.558,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4222,0,99,36,48,20,20,94,0.7090000000000001,0.678,0.659,0.47400000000000003,0.42400000000000004,0.5740000000000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4223,2,46,53,35,23,90,84,0.6665,0.697,0.6164999999999999,0.4675,0.5825,0.7875,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,95.0,3.1,-1.0,-1.0,-1.0,-1.0,50.0,85.0,70.0
4224,1,39,0,60,44,60,11,0.7220000000000001,0.63,0.5690000000000001,0.48,0.43000000000000005,0.5800000000000001,0.0,-1.0,-1.0,-1.0,-1.0,81.0,29.0,-1.0,-1.0,15.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4225,0,5,67,61,4,82,16,0.6525000000000001,0.731,0.6025,0.48050000000000004,0.4305,0.5805,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4226,1,48,20,9,99,73,32,0.9385000000000001,0.6345,0.5725,0.4545,0.4045,0.5545,0.0,-1.0,-1.0,-1.0,-1.0,79.0,14.0,-1.0,-1.0,96.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4227,0,7,96,13,82,18,7,0.6595,0.7505,0.6094999999999999,0.4565,0.40650000000000003,0.5565,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4228,0,68,49,11,85,85,28,0.6725,0.6789999999999999,0.6224999999999999,0.4555,0.4055,0.5555,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4229,1,37,66,3,78,52,64,0.6545,0.7004999999999999,0.7164999999999999,0.4515,0.4015,0.5515,4.0,90.0,59.0,28.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4230,2,53,36,73,15,36,32,0.6755,0.6905,0.6255,0.7085,0.591,0.7925,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,89.0,3.03,-1.0,60.0,51.0,32.0,-1.0,-1.0,-1.0
4231,0,42,65,68,67,7,29,0.6910000000000001,0.7315,0.641,0.484,0.43400000000000005,0.5840000000000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4232,0,40,6,66,87,44,15,0.6290000000000001,0.642,0.5790000000000001,0.483,0.43300000000000005,0.5830000000000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4233,1,9,14,54,1,17,10,0.6000000000000001,0.648,0.55,0.6970000000000001,0.42700000000000005,0.5770000000000001,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,94.0,16.0,13.0,-1.0,-1.0,-1.0
4234,1,20,69,83,50,38,62,0.6805,0.745,0.8704999999999999,0.4915,0.4415,0.5915,4.0,12.0,67.0,60.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4235,1,15,47,50,83,34,27,0.8400000000000002,0.6955,0.5870000000000001,0.47500000000000003,0.42500000000000004,0.5750000000000001,0.0,-1.0,-1.0,-1.0,-1.0,73.0,19.0,-1.0,-1.0,55.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4236,0,29,64,26,12,56,47,0.656,0.709,0.606,0.463,0.41300000000000003,0.5630000000000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4237,1,86,73,53,82,99,55,0.7355,0.736,0.6855,0.6925,0.42650000000000005,0.5765,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,18.0,90.0,42.0,-1.0,-1.0,-1.0
4238,1,85,14,9,30,5,67,0.6535,0.8404999999999999,0.6034999999999999,0.4545,0.4045,0.5545,1.0,-1.0,-1.0,-1.0,95.0,67.0,27.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4239,1,77,9,41,3,52,76,0.6565,0.6339999999999999,0.6064999999999999,0.7525,0.42050000000000004,0.5705,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,43.0,98.0,92.0,-1.0,-1.0,-1.0
4240,0,87,3,80,45,11,48,0.68,0.6445,0.63,0.49,0.44000000000000006,0.5900000000000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4241,1,78,45,62,37,39,25,0.7040000000000001,0.92,0.654,0.481,0.43100000000000005,0.5810000000000001,1.0,-1.0,-1.0,-1.0,66.0,68.0,61.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4242,1,41,26,5,46,27,90,0.6194999999999999,0.6415,0.5694999999999999,0.4525,0.4025,0.5525,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,27.0,89.0,20.0
4243,1,2,89,20,55,67,2,0.651,0.7435,0.601,0.46,0.41000000000000003,0.56,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,27.0,56.0,43.0
4244,0,67,76,47,29,38,86,0.7165,0.7374999999999999,0.6665,0.47350000000000003,0.42350000000000004,0.5735,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4245,0,28,30,12,88,32,54,0.6140000000000001,0.651,0.5640000000000001,0.456,0.406,0.556,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4246,1,73,88,81,39,28,7,0.7515000000000001,0.7725,0.7015,0.7105,0.4405,0.5905,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,62.0,48.0,68.0,-1.0,-1.0,-1.0
4247,0,17,12,71,94,55,39,0.6145,0.6535,0.5645,0.4855,0.4355,0.5855,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4248,0,6,57,87,24,55,49,0.6565,0.729,0.6064999999999999,0.4935,0.4435,0.5935,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4249,0,58,79,70,96,70,88,0.7220000000000001,0.7535,0.672,0.485,0.435,0.5850000000000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4250,0,47,15,62,93,10,11,0.6430000000000001,0.6535,0.5930000000000001,0.481,0.43100000000000005,0.5810000000000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4251,0,98,34,44,66,74,52,0.7040000000000001,0.673,0.654,0.47200000000000003,0.42200000000000004,0.5720000000000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4252,1,88,68,11,34,34,75,0.7115,0.7074999999999999,0.6615,0.4555,0.4055,0.5555,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,17.0,68.0,62.0
4253,0,32,33,63,82,58,56,0.6465,0.6809999999999999,0.5964999999999999,0.48150000000000004,0.4315,0.5815,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4254,0,71,74,59,25,94,81,0.7245,0.7404999999999999,0.6745,0.47950000000000004,0.4295,0.5795,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4255,0,19,65,52,55,17,1,0.66,0.7235,0.61,0.47600000000000003,0.42600000000000005,0.5760000000000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4256,1,48,67,64,66,67,12,0.6970000000000001,0.7325,0.647,0.812,0.43200000000000005,0.5820000000000001,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,68.0,97.0,81.0,-1.0,-1.0,-1.0
4257,0,16,56,71,92,94,22,0.6575000000000001,0.7194999999999999,0.6075,0.4855,0.4355,0.5855,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4258,0,14,21,61,2,22,33,0.6155,0.6619999999999999,0.5655,0.48050000000000004,0.4305,0.5805,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
